Entity1,Relation,Entity2
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
Amber,is tired,"is related to, relationships"
Amber,is tired,"is related to, implications"
Amber,is tired,"is related to, analysis"
Amber,is tired,"is related to, evaluation"
Amber,is tired,"is related to, assessment"
Amber,is tired,"is related to, knowledge"
Amber,is tired,"is related to, information"
Amber,is tired,"is related to, context"
Amber,is tired,"is related to, scenario"
